condition,incident_id,family,depth,provenance,edge_loss,rwh,descendant_recall,descendant_precision,bsr,rts,false_repair_rate,uer,drr,oh_fhir_reads,oh_model_calls,oh_replays,oh_writes,n_true_contaminated,n_neutralised,n_touched,n_clean,n_retained,n_repaired,n_followups,n_wrong_followups,oh_wall_seconds,oh_capsules,oh_capsule_bytes,oh_rounds
C,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0116,3.0,2575.0,1.0
E,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0075,3.0,2575.0,1.0
F,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0483,18.0,16152.0,2.0
G,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0319,6.0,5731.0,2.0
A,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0146,3.0,2576.0,1.0
E,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0075,3.0,2576.0,1.0
F,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0515,18.0,16172.0,2.0
G,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-08-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0326,6.0,5731.0,2.0
A,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2,1,0,1,1,1,4,4,0,2,0,0.0229,6.0,5717.0,2.0
E,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,2,1,1,1,1,4,4,1,2,0,0.0218,6.0,5717.0,2.0
F,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0485,18.0,16159.0,2.0
G,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-08-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0345,6.0,5717.0,2.0
A,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.375,1.0,0,0,0,0,2,0,0,5,5,0,2,0,,,,
B,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2857142857142857,1.0,0,0,0,0,2,0,0,5,5,0,2,0,,,,
C,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,7,5,0,0,2,0,,,,
D,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,4,2,0,2,2,2,5,5,0,2,0,0.0357,9.0,8976.0,2.0
E,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,7,4,2,2,2,2,5,5,2,2,0,0.0378,9.0,8976.0,2.0
F,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,7,5,0,0,2,0,0.0745,24.0,22557.0,2.0
G,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,0.6666666666666666,0.8,1.0,0.0,1.0,1.0,0,0,0,0,2,2,3,5,4,0,2,0,,,,
H,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,5,5,2,2,0,,,,
I,INC-F3-T-ID-03-d3-complete-s0,F3,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,15,9,2,2,2,2,5,5,2,2,0,0.0512,9.0,8976.0,2.0
A,INC-F3-T-ID-03-d3-random20-s0,F3,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.375,1.0,0,0,0,0,2,0,0,5,5,0,2,0,,,,
